41,Zubat,https://cdn.bulbagarden.net/upload/thumb/d/da/041Zubat.png/250px-041Zubat.png,https://www.serebii.net//pokedex-swsh/icon/041.png,poison,flying,40,45,35,30,40,55
42,Golbat,https://cdn.bulbagarden.net/upload/thumb/0/0c/042Golbat.png/250px-042Golbat.png,https://www.serebii.net//pokedex-swsh/icon/042.png,poison,flying,75,80,70,65,75,90
43,Oddish,https://cdn.bulbagarden.net/upload/thumb/4/43/043Oddish.png/250px-043Oddish.png,https://www.serebii.net//pokedex-swsh/icon/043.png,grass,poison,45,50,55,75,65,30
44,Gloom,https://cdn.bulbagarden.net/upload/thumb/2/2a/044Gloom.png/250px-044Gloom.png,https://www.serebii.net//pokedex-swsh/icon/044.png,grass,poison,60,65,70,85,75,40
45,Vileplume,https://cdn.bulbagarden.net/upload/thumb/6/6a/045Vileplume.png/250px-045Vileplume.png,https://www.serebii.net//pokedex-swsh/icon/045.png,grass,poison,75,80,85,110,90,50
46,Paras,https://cdn.bulbagarden.net/upload/thumb/d/d4/046Paras.png/250px-046Paras.png,https://www.serebii.net//pokedex-swsh/icon/046.png,bug,grass,35,70,55,45,55,25
47,Parasect,https://cdn.bulbagarden.net/upload/thumb/8/80/047Parasect.png/250px-047Parasect.png,https://www.serebii.net//pokedex-swsh/icon/047.png,bug,grass,60,95,80,60,80,30
48,Venonat,https://cdn.bulbagarden.net/upload/thumb/a/ad/048Venonat.png/250px-048Venonat.png,https://www.serebii.net//pokedex-swsh/icon/048.png,bug,poison,60,55,50,40,55,45
49,Venomoth,https://cdn.bulbagarden.net/upload/thumb/d/d3/049Venomoth.png/250px-049Venomoth.png,https://www.serebii.net//pokedex-swsh/icon/049.png,bug,poison,70,65,60,90,75,90
50,Diglett,https://cdn.bulbagarden.net/upload/thumb/3/31/050Diglett.png/250px-050Diglett.png,https://www.serebii.net//pokedex-swsh/icon/050.png,ground,,10,55,25,35,45,95
51,Dugtrio,https://cdn.bulbagarden.net/upload/thumb/e/e5/051Dugtrio.png/250px-051Dugtrio.png,https://www.serebii.net//pokedex-swsh/icon/051.png,ground,,35,100,50,50,70,120
52,Meowth,https://cdn.bulbagarden.net/upload/thumb/d/d6/052Meowth.png/250px-052Meowth.png,https://www.serebii.net//pokedex-swsh/icon/052.png,normal,,40,45,35,40,40,90
53,Persian,https://cdn.bulbagarden.net/upload/thumb/1/13/053Persian.png/250px-053Persian.png,https://www.serebii.net//pokedex-swsh/icon/053.png,normal,,65,70,60,65,65,115
54,Psyduck,https://cdn.bulbagarden.net/upload/thumb/5/53/054Psyduck.png/250px-054Psyduck.png,https://www.serebii.net//pokedex-swsh/icon/054.png,water,,50,52,48,65,50,55
55,Golduck,https://cdn.bulbagarden.net/upload/thumb/f/fe/055Golduck.png/250px-055Golduck.png,https://www.serebii.net//pokedex-swsh/icon/055.png,water,,80,82,78,95,80,85
56,Mankey,https://cdn.bulbagarden.net/upload/thumb/4/41/056Mankey.png/250px-056Mankey.png,https://www.serebii.net//pokedex-swsh/icon/056.png,fighting,,40,80,35,35,45,70
57,Primeape,https://cdn.bulbagarden.net/upload/thumb/9/9a/057Primeape.png/250px-057Primeape.png,https://www.serebii.net//pokedex-swsh/icon/057.png,fighting,,65,105,60,60,70,95
58,Growlithe,https://cdn.bulbagarden.net/upload/thumb/3/3d/058Growlithe.png/250px-058Growlithe.png,https://www.serebii.net//pokedex-swsh/icon/058.png,fire,,55,70,45,70,50,60
59,Arcanine,https://cdn.bulbagarden.net/upload/thumb/b/b8/059Arcanine.png/250px-059Arcanine.png,https://www.serebii.net//pokedex-swsh/icon/059.png,fire,,90,110,80,100,80,95
60,Poliwag,https://cdn.bulbagarden.net/upload/thumb/4/49/060Poliwag.png/250px-060Poliwag.png,https://www.serebii.net//pokedex-swsh/icon/060.png,water,,40,50,40,40,40,90
61,Poliwhirl,https://cdn.bulbagarden.net/upload/thumb/a/a9/061Poliwhirl.png/250px-061Poliwhirl.png,https://www.serebii.net//pokedex-swsh/icon/061.png,water,,65,65,65,50,50,90
62,Poliwrath,https://cdn.bulbagarden.net/upload/thumb/2/2d/062Poliwrath.png/250px-062Poliwrath.png,https://www.serebii.net//pokedex-swsh/icon/062.png,water,fighting,90,95,95,70,90,70
63,Abra,https://cdn.bulbagarden.net/upload/thumb/6/62/063Abra.png/250px-063Abra.png,https://www.serebii.net//pokedex-swsh/icon/063.png,psychic,,25,20,15,105,55,90
64,Kadabra,https://cdn.bulbagarden.net/upload/thumb/9/97/064Kadabra.png/250px-064Kadabra.png,https://www.serebii.net//pokedex-swsh/icon/064.png,psychic,,40,35,30,120,70,105
65,Alakazam,https://cdn.bulbagarden.net/upload/thumb/c/cc/065Alakazam.png/250px-065Alakazam.png,https://www.serebii.net//pokedex-swsh/icon/065.png,psychic,,55,50,45,135,95,120
66,Machop,https://cdn.bulbagarden.net/upload/thumb/8/85/066Machop.png/250px-066Machop.png,https://www.serebii.net//pokedex-swsh/icon/066.png,fighting,,70,80,50,35,35,35
67,Machoke,https://cdn.bulbagarden.net/upload/thumb/8/8e/067Machoke.png/250px-067Machoke.png,https://www.serebii.net//pokedex-swsh/icon/067.png,fighting,,80,100,70,50,60,45
68,Machamp,https://cdn.bulbagarden.net/upload/thumb/8/8f/068Machamp.png/250px-068Machamp.png,https://www.serebii.net//pokedex-swsh/icon/068.png,fighting,,90,130,80,65,85,55
69,Bellsprout,https://cdn.bulbagarden.net/upload/thumb/a/a2/069Bellsprout.png/250px-069Bellsprout.png,https://www.serebii.net//pokedex-swsh/icon/069.png,grass,poison,50,75,35,70,30,40
70,Weepinbell,https://cdn.bulbagarden.net/upload/thumb/9/9f/070Weepinbell.png/250px-070Weepinbell.png,https://www.serebii.net//pokedex-swsh/icon/070.png,grass,poison,65,90,50,85,45,55
71,Victreebel,https://cdn.bulbagarden.net/upload/thumb/b/be/071Victreebel.png/250px-071Victreebel.png,https://www.serebii.net//pokedex-swsh/icon/071.png,grass,poison,80,105,65,100,70,70
72,Tentacool,https://cdn.bulbagarden.net/upload/thumb/4/4e/072Tentacool.png/250px-072Tentacool.png,https://www.serebii.net//pokedex-swsh/icon/072.png,water,poison,40,40,35,50,100,70
73,Tentacruel,https://cdn.bulbagarden.net/upload/thumb/f/f6/073Tentacruel.png/250px-073Tentacruel.png,https://www.serebii.net//pokedex-swsh/icon/073.png,water,poison,80,70,65,80,120,100
74,Geodude,https://cdn.bulbagarden.net/upload/thumb/9/98/074Geodude.png/250px-074Geodude.png,https://www.serebii.net//pokedex-swsh/icon/074.png,rock,ground,40,80,100,30,30,20
75,Graveler,https://cdn.bulbagarden.net/upload/thumb/7/75/075Graveler.png/250px-075Graveler.png,https://www.serebii.net//pokedex-swsh/icon/075.png,rock,ground,55,95,115,45,45,35
76,Golem,https://cdn.bulbagarden.net/upload/thumb/f/f2/076Golem.png/250px-076Golem.png,https://www.serebii.net//pokedex-swsh/icon/076.png,rock,ground,80,120,130,55,65,45
77,Ponyta,https://cdn.bulbagarden.net/upload/thumb/3/3b/077Ponyta.png/250px-077Ponyta.png,https://www.serebii.net//pokedex-swsh/icon/077.png,fire,,50,85,55,65,65,90
78,Rapidash,https://cdn.bulbagarden.net/upload/thumb/3/3f/078Rapidash.png/250px-078Rapidash.png,https://www.serebii.net//pokedex-swsh/icon/078.png,fire,,65,100,70,80,80,105
79,Slowpoke,https://cdn.bulbagarden.net/upload/thumb/7/70/079Slowpoke.png/250px-079Slowpoke.png,https://www.serebii.net//pokedex-swsh/icon/079.png,water,psychic,90,65,65,40,40,15
80,Slowbro,https://cdn.bulbagarden.net/upload/thumb/8/80/080Slowbro.png/250px-080Slowbro.png,https://www.serebii.net//pokedex-swsh/icon/080.png,water,psychic,95,75,110,100,80,30
81,Magnemite,https://cdn.bulbagarden.net/upload/thumb/6/6c/081Magnemite.png/250px-081Magnemite.png,https://www.serebii.net//pokedex-swsh/icon/081.png,electric,steel,25,35,70,95,55,45
82,Magneton,https://cdn.bulbagarden.net/upload/thumb/7/72/082Magneton.png/250px-082Magneton.png,https://www.serebii.net//pokedex-swsh/icon/082.png,electric,steel,50,60,95,120,70,70
83,Farfetch'd,https://cdn.bulbagarden.net/upload/thumb/f/f8/083Farfetch%27d.png/250px-083Farfetch%27d.png,https://www.serebii.net//pokedex-swsh/icon/083.png,normal,flying,52,90,55,58,62,60
84,Doduo,https://cdn.bulbagarden.net/upload/thumb/5/54/084Doduo.png/250px-084Doduo.png,https://www.serebii.net//pokedex-swsh/icon/084.png,normal,flying,35,85,45,35,35,75
85,Dodrio,https://cdn.bulbagarden.net/upload/thumb/9/93/085Dodrio.png/250px-085Dodrio.png,https://www.serebii.net//pokedex-swsh/icon/085.png,normal,flying,60,110,70,60,60,110
86,Seel,https://cdn.bulbagarden.net/upload/thumb/1/1f/086Seel.png/250px-086Seel.png,https://www.serebii.net//pokedex-swsh/icon/086.png,water,,65,45,55,45,70,45
87,Dewgong,https://cdn.bulbagarden.net/upload/thumb/c/c7/087Dewgong.png/250px-087Dewgong.png,https://www.serebii.net//pokedex-swsh/icon/087.png,water,ice,90,70,80,70,95,70
88,Grimer,https://cdn.bulbagarden.net/upload/thumb/a/a0/088Grimer.png/250px-088Grimer.png,https://www.serebii.net//pokedex-swsh/icon/088.png,poison,,80,80,50,40,50,25
89,Muk,https://cdn.bulbagarden.net/upload/thumb/7/7c/089Muk.png/250px-089Muk.png,https://www.serebii.net//pokedex-swsh/icon/089.png,poison,,105,105,75,65,100,50
90,Shellder,https://cdn.bulbagarden.net/upload/thumb/4/40/090Shellder.png/250px-090Shellder.png,https://www.serebii.net//pokedex-swsh/icon/090.png,water,,30,65,100,45,25,40
91,Cloyster,https://cdn.bulbagarden.net/upload/thumb/1/1d/091Cloyster.png/250px-091Cloyster.png,https://www.serebii.net//pokedex-swsh/icon/091.png,water,ice,50,95,180,85,45,70
92,Gastly,https://cdn.bulbagarden.net/upload/thumb/c/ca/092Gastly.png/250px-092Gastly.png,https://www.serebii.net//pokedex-swsh/icon/092.png,ghost,poison,30,35,30,100,35,80
93,Haunter,https://cdn.bulbagarden.net/upload/thumb/6/62/093Haunter.png/250px-093Haunter.png,https://www.serebii.net//pokedex-swsh/icon/093.png,ghost,poison,45,50,45,115,55,95
94,Gengar,https://cdn.bulbagarden.net/upload/thumb/c/c6/094Gengar.png/250px-094Gengar.png,https://www.serebii.net//pokedex-swsh/icon/094.png,ghost,poison,60,65,60,130,75,110
95,Onix,https://cdn.bulbagarden.net/upload/thumb/9/9a/095Onix.png/250px-095Onix.png,https://www.serebii.net//pokedex-swsh/icon/095.png,rock,ground,35,45,160,30,45,70
96,Drowzee,https://cdn.bulbagarden.net/upload/thumb/3/3e/096Drowzee.png/250px-096Drowzee.png,https://www.serebii.net//pokedex-swsh/icon/096.png,psychic,,60,48,45,43,90,42
97,Hypno,https://cdn.bulbagarden.net/upload/thumb/0/0a/097Hypno.png/250px-097Hypno.png,https://www.serebii.net//pokedex-swsh/icon/097.png,psychic,,85,73,70,73,115,67
98,Krabby,https://cdn.bulbagarden.net/upload/thumb/a/a7/098Krabby.png/250px-098Krabby.png,https://www.serebii.net//pokedex-swsh/icon/098.png,water,,30,105,90,25,25,50
99,Kingler,https://cdn.bulbagarden.net/upload/thumb/7/71/099Kingler.png/250px-099Kingler.png,https://www.serebii.net//pokedex-swsh/icon/099.png,water,,55,130,115,50,50,75
100,Voltorb,https://cdn.bulbagarden.net/upload/thumb/d/da/100Voltorb.png/250px-100Voltorb.png,https://www.serebii.net//pokedex-swsh/icon/100.png,electric,,40,30,50,55,55,100
101,Electrode,https://cdn.bulbagarden.net/upload/thumb/8/84/101Electrode.png/250px-101Electrode.png,https://www.serebii.net//pokedex-swsh/icon/101.png,electric,,60,50,70,80,80,150
102,Exeggcute,https://cdn.bulbagarden.net/upload/thumb/a/af/102Exeggcute.png/250px-102Exeggcute.png,https://www.serebii.net//pokedex-swsh/icon/102.png,grass,psychic,60,40,80,60,45,40
103,Exeggutor,https://cdn.bulbagarden.net/upload/thumb/2/24/103Exeggutor.png/250px-103Exeggutor.png,https://www.serebii.net//pokedex-swsh/icon/103.png,grass,psychic,95,95,85,125,75,55
104,Cubone,https://cdn.bulbagarden.net/upload/thumb/2/2a/104Cubone.png/250px-104Cubone.png,https://www.serebii.net//pokedex-swsh/icon/104.png,ground,,50,50,95,40,50,35
105,Marowak,https://cdn.bulbagarden.net/upload/thumb/9/98/105Marowak.png/250px-105Marowak.png,https://www.serebii.net//pokedex-swsh/icon/105.png,ground,,60,80,110,50,80,45
106,Hitmonlee,https://cdn.bulbagarden.net/upload/thumb/3/32/106Hitmonlee.png/250px-106Hitmonlee.png,https://www.serebii.net//pokedex-swsh/icon/106.png,fighting,,50,120,53,35,110,87
107,Hitmonchan,https://cdn.bulbagarden.net/upload/thumb/a/a3/107Hitmonchan.png/250px-107Hitmonchan.png,https://www.serebii.net//pokedex-swsh/icon/107.png,fighting,,50,105,79,35,110,76
108,Lickitung,https://cdn.bulbagarden.net/upload/thumb/0/00/108Lickitung.png/250px-108Lickitung.png,https://www.serebii.net//pokedex-swsh/icon/108.png,normal,,90,55,75,60,75,30
109,Koffing,https://cdn.bulbagarden.net/upload/thumb/1/17/109Koffing.png/250px-109Koffing.png,https://www.serebii.net//pokedex-swsh/icon/109.png,poison,,40,65,95,60,45,35
110,Weezing,https://cdn.bulbagarden.net/upload/thumb/4/42/110Weezing.png/250px-110Weezing.png,https://www.serebii.net//pokedex-swsh/icon/110.png,poison,,65,90,120,85,70,60
111,Rhyhorn,https://cdn.bulbagarden.net/upload/thumb/9/9b/111Rhyhorn.png/250px-111Rhyhorn.png,https://www.serebii.net//pokedex-swsh/icon/111.png,ground,rock,80,85,95,30,30,25
112,Rhydon,https://cdn.bulbagarden.net/upload/thumb/4/47/112Rhydon.png/250px-112Rhydon.png,https://www.serebii.net//pokedex-swsh/icon/112.png,ground,rock,105,130,120,45,45,40
113,Chansey,https://cdn.bulbagarden.net/upload/thumb/c/cd/113Chansey.png/250px-113Chansey.png,https://www.serebii.net/pokedex-swsh/icon/113.png,normal,,250,5,5,35,105,50114,Tangela,https://cdn.bulbagarden.net/upload/thumb/3/3e/114Tangela.png/250px-114Tangela.png,https://www.serebii.net//pokedex-swsh/icon/114.png,grass,,65,55,115,100,40,60
115,Kangaskhan,https://cdn.bulbagarden.net/upload/thumb/4/4e/115Kangaskhan.png/250px-115Kangaskhan.png,https://www.serebii.net//pokedex-swsh/icon/115.png,normal,,105,95,80,40,80,90
116,Horsea,https://cdn.bulbagarden.net/upload/thumb/5/5a/116Horsea.png/250px-116Horsea.png,https://www.serebii.net//pokedex-swsh/icon/116.png,water,,30,40,70,70,25,60
117,Seadra,https://cdn.bulbagarden.net/upload/thumb/2/26/117Seadra.png/250px-117Seadra.png,https://www.serebii.net//pokedex-swsh/icon/117.png,water,,55,65,95,95,45,85
118,Goldeen,https://cdn.bulbagarden.net/upload/thumb/7/7b/118Goldeen.png/250px-118Goldeen.png,https://www.serebii.net//pokedex-swsh/icon/118.png,water,,45,67,60,35,50,63
119,Seaking,https://cdn.bulbagarden.net/upload/thumb/6/6a/119Seaking.png/250px-119Seaking.png,https://www.serebii.net//pokedex-swsh/icon/119.png,water,,80,92,65,65,80,68
120,Staryu,https://cdn.bulbagarden.net/upload/thumb/4/4f/120Staryu.png/250px-120Staryu.png,https://www.serebii.net//pokedex-swsh/icon/120.png,water,,30,45,55,70,55,85
121,Starmie,https://cdn.bulbagarden.net/upload/thumb/c/cd/121Starmie.png/250px-121Starmie.png,https://www.serebii.net//pokedex-swsh/icon/121.png,water,psychic,60,75,85,100,85,115
122,Mr. Mime,https://cdn.bulbagarden.net/upload/thumb/e/ec/122Mr._Mime.png/250px-122Mr._Mime.png,https://www.serebii.net//pokedex-swsh/icon/122.png,psychic,fairy,40,45,65,100,120,90
123,Scyther,https://cdn.bulbagarden.net/upload/thumb/b/ba/123Scyther.png/250px-123Scyther.png,https://www.serebii.net//pokedex-swsh/icon/123.png,bug,flying,70,110,80,55,80,105
124,Jynx,https://cdn.bulbagarden.net/upload/thumb/7/7c/124Jynx.png/250px-124Jynx.png,https://www.serebii.net//pokedex-swsh/icon/124.png,ice,psychic,65,50,35,115,95,95
125,Electabuzz,https://cdn.bulbagarden.net/upload/thumb/d/de/125Electabuzz.png/250px-125Electabuzz.png,https://www.serebii.net//pokedex-swsh/icon/125.png,electric,,65,83,57,95,85,105
126,Magmar,https://cdn.bulbagarden.net/upload/thumb/8/8c/126Magmar.png/250px-126Magmar.png,https://www.serebii.net//pokedex-swsh/icon/126.png,fire,,65,95,57,100,85,93
127,Pinsir,https://cdn.bulbagarden.net/upload/thumb/7/71/127Pinsir.png/250px-127Pinsir.png,https://www.serebii.net//pokedex-swsh/icon/127.png,bug,,65,125,100,55,70,85
128,Tauros,https://cdn.bulbagarden.net/upload/thumb/b/b8/128Tauros.png/250px-128Tauros.png,https://www.serebii.net//pokedex-swsh/icon/128.png,normal,,75,100,95,40,70,110
129,Magikarp,https://cdn.bulbagarden.net/upload/thumb/0/02/129Magikarp.png/250px-129Magikarp.png,https://www.serebii.net//pokedex-swsh/icon/129.png,water,,20,10,55,15,20,80
130,Gyarados,https://cdn.bulbagarden.net/upload/thumb/4/41/130Gyarados.png/250px-130Gyarados.png,https://www.serebii.net//pokedex-swsh/icon/130.png,water,flying,95,125,79,60,100,81
131,Lapras,https://cdn.bulbagarden.net/upload/thumb/a/ab/131Lapras.png/250px-131Lapras.png,https://www.serebii.net//pokedex-swsh/icon/131.png,water,ice,130,85,80,85,95,60
132,Ditto,https://cdn.bulbagarden.net/upload/thumb/3/36/132Ditto.png/250px-132Ditto.png,https://www.serebii.net//pokedex-swsh/icon/132.png,normal,,48,48,48,48,48,48
133,Eevee,https://cdn.bulbagarden.net/upload/thumb/e/e2/133Eevee.png/250px-133Eevee.png,https://www.serebii.net//pokedex-swsh/icon/133.png,normal,,55,55,50,45,65,55
134,Vaporeon,https://cdn.bulbagarden.net/upload/thumb/f/fd/134Vaporeon.png/250px-134Vaporeon.png,https://www.serebii.net//pokedex-swsh/icon/134.png,water,,130,65,60,110,95,65
135,Jolteon,https://cdn.bulbagarden.net/upload/thumb/b/bb/135Jolteon.png/250px-135Jolteon.png,https://www.serebii.net//pokedex-swsh/icon/135.png,electric,,65,65,60,110,95,130
136,Flareon,https://cdn.bulbagarden.net/upload/thumb/d/dd/136Flareon.png/250px-136Flareon.png,https://www.serebii.net//pokedex-swsh/icon/136.png,fire,,65,130,60,95,110,65
137,Porygon,https://cdn.bulbagarden.net/upload/thumb/6/6b/137Porygon.png/250px-137Porygon.png,https://www.serebii.net//pokedex-swsh/icon/137.png,normal,,65,60,70,85,75,40
138,Omanyte,https://cdn.bulbagarden.net/upload/thumb/7/79/138Omanyte.png/250px-138Omanyte.png,https://www.serebii.net//pokedex-swsh/icon/138.png,rock,water,35,40,100,90,55,35
139,Omastar,https://cdn.bulbagarden.net/upload/thumb/4/43/139Omastar.png/250px-139Omastar.png,https://www.serebii.net//pokedex-swsh/icon/139.png,rock,water,70,60,125,115,70,55
140,Kabuto,https://cdn.bulbagarden.net/upload/thumb/f/f9/140Kabuto.png/250px-140Kabuto.png,https://www.serebii.net//pokedex-swsh/icon/140.png,rock,water,30,80,90,55,45,55
141,Kabutops,https://cdn.bulbagarden.net/upload/thumb/2/29/141Kabutops.png/250px-141Kabutops.png,https://www.serebii.net//pokedex-swsh/icon/141.png,rock,water,60,115,105,65,70,80
142,Aerodactyl,https://cdn.bulbagarden.net/upload/thumb/e/e8/142Aerodactyl.png/250px-142Aerodactyl.png,https://www.serebii.net//pokedex-swsh/icon/142.png,rock,flying,80,105,65,60,75,130
143,Snorlax,https://cdn.bulbagarden.net/upload/thumb/f/fb/143Snorlax.png/250px-143Snorlax.png,https://www.serebii.net//pokedex-swsh/icon/143.png,normal,,160,110,65,65,110,30
